1,2,3,2,0,0,1,1,2,7,12.5,13,33.5,42.5,50,64,75,84,85,93,95,98,98,100,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,4,0,3,0,0,1,0,0,1,5,12,10.5,25,36,50,62.5,67,87,92.5,95,95.5,97,99,100,100,98,100,100,100,99,100,100,100,100,100,100,100,100,100,100
1,4,2,0,1,1,0,0,1,3,1,9,7,21,25,37.5,50,67,69.5,81,89,96,90,96,98,98,98,100,100,99,100,100,100,100,100,100,100,100,100,100,100
3,3,1,0,0,0,0,0,2,2,2,6,6,11.5,16,33,33,50,74.5,73.5,81.5,88,86,93,93,99,97,99,100,100,100,100,100,100,100,100,100,100,100,100,100
3,2,1,1,0,0,0,0,0,0,1,3,3,9,15,13,30.5,25.5,50,59,71.5,77.5,83.5,96,97,97,99,100,100,100,99,100,100,99,100,100,100,100,100,100,100
3,0,1,0,0,1,0,0,0,1,1,0,2,2,7,7.5,19,26.5,41,50,63.5,73.5,80.5,91,91,98,96,99,99,100,100,100,100,100,100,100,100,100,100,100,100
0,2,0,0,1,0,0,0,1,0,1,0,2,3,5,5,11,18.5,28.5,36.5,50,62.5,72.5,87.5,88.5,93.5,95,99,99,100,100,99,100,100,100,100,100,100,100,100,100
1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,4.5,4,12,22.5,26.5,37.5,50,69,73,79.5,88.5,95,95,97,99,96,99,100,100,100,100,100,100,100,100,100
1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,3,10,14,16.5,19.5,27.5,31,50,67.5,68,76.5,78,95,96,98,98,100,100,100,100,100,100,100,100,100,100
0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,4,7,4,9,12.5,27,32.5,50,51.5,76,81,89.5,96,95,97,100,100,99,100,100,100,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,3,9,11.5,20.5,32,48.5,50,59.5,74.5,83.5,88,94.5,97,98,96,100,100,100,99,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,2,6.5,11.5,23.5,24,40.5,50,65.5,74.5,89,82.5,90,96,98,100,100,100,100,100,100,100,100
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,4,5,5,22,19,25.5,34.5,50,67,80.5,81,91,95,98,98,98,100,99,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,5,10.5,16.5,25.5,33,50,62.5,76,87.5,88,94,93,100,99,100,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,12,11,19.5,37.5,50,76.5,74,81,94,96,96,96,99,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,5.5,17.5,19,24,23.5,50,61,70.5,86,89.5,94.5,100,98,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2,3,3,10,9,12.5,26,39,50,70,82.5,81.5,95.5,92,98,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,5,12,19,29.5,30,50,65.5,78,89,87.5,97,98,98,99,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,6,6,14,17.5,34.5,50,57,77,87.5,92,95,100,99,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,7,4,10.5,18.5,22,43,50,66,84.5,83,95,97.5,99,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5.5,4.5,11,23,34,50,68,79.5,93.5,98,99,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,12.5,12.5,15.5,32,50,58,85,95,98,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,3,8,17,20.5,42,50,67.5,89.5,95.5,99.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,6.5,15,32.5,50,80,90.5,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2,5,10.5,20,50,76.5,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4.5,9.5,23.5,50,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,5,19,50
